state,district,market,commodity,variety,min_price,max_price,modal_price
Punjab,Gurdaspur,Kalanaur,Green Chilli,Other,1300,1600,1500
Punjab,Hoshiarpur,Dasuya,Brinjal,Other,1500,2000,2000
Punjab,Hoshiarpur,Dasuya,Cabbage,Other,400,500,500
Punjab,Hoshiarpur,Dasuya,Capsicum,Other,2500,3000,3000
Punjab,Hoshiarpur,Dasuya,Carrot,Other,500,700,700
Punjab,Hoshiarpur,Dasuya,Cauliflower,Other,600,800,800
Punjab,Hoshiarpur,Dasuya,Cucumbar(Kheera),Other,2000,2500,2500
Punjab,Hoshiarpur,Dasuya,Field Pea,Other,1000,1500,1500
Punjab,Hoshiarpur,Dasuya,Ginger(Green),Other,7000,7500,7500
Punjab,Hoshiarpur,Dasuya,Grapes,Other,4500,5000,5000
Punjab,Hoshiarpur,Dasuya,Grapes,Other,2500,3000,3000
Punjab,Hoshiarpur,Dasuya,Green Chilli,Other,4500,5000,5000
Punjab,Hoshiarpur,Dasuya,Kinnow,Other,1600,2000,2000
Punjab,Hoshiarpur,Dasuya,Kinnow,Other,800,1200,1200
Punjab,Hoshiarpur,Dasuya,Kinnow,Other,400,500,500
Punjab,Hoshiarpur,Dasuya,Onion,Other,600,800,800
Punjab,Hoshiarpur,Dasuya,Papaya,Other,1200,1500,1500
Punjab,Hoshiarpur,Dasuya,Potato,Other,450,500,500
Punjab,Hoshiarpur,Dasuya,Raddish,Other,500,600,600
Punjab,Hoshiarpur,Dasuya,Spinach,Other,500,700,700
Punjab,Hoshiarpur,Dasuya,Tomato,Other,1500,2000,2000
Punjab,Jalandhar,Adampur,Amphophalus,Other,1800,2000,2000
Punjab,Jalandhar,Adampur,Bhindi(Ladies Finger),Other,4000,5000,5000
Punjab,Jalandhar,Adampur,Brinjal,Other,1500,2000,2000
Punjab,Jalandhar,Adampur,Cabbage,Other,300,400,400
Punjab,Jalandhar,Adampur,Capsicum,Other,3000,4000,4000
Punjab,Jalandhar,Adampur,Carrot,Other,400,500,500
Punjab,Jalandhar,Adampur,Cauliflower,Other,600,700,700
Punjab,Jalandhar,Adampur,Coriander(Leaves),Other,800,1000,1000
Punjab,Jalandhar,Adampur,Cucumbar(Kheera),Other,2000,2500,2500
Punjab,Jalandhar,Adampur,Garlic,Other,3500,4000,4000
Punjab,Jalandhar,Adampur,Ginger(Green),Other,6500,7000,7000
Punjab,Jalandhar,Adampur,Green Chilli,Other,4000,5000,5000
Punjab,Jalandhar,Adampur,Kinnow,Other,1000,1200,1200
Punjab,Jalandhar,Adampur,Onion,Other,700,800,800
Punjab,Jalandhar,Adampur,Peas Wet,Other,1000,1500,1500
Punjab,Jalandhar,Adampur,Potato,Other,400,500,500
Punjab,Jalandhar,Adampur,Raddish,Other,300,400,400
Punjab,Jalandhar,Adampur,Spinach,Other,800,900,900
Punjab,Jalandhar,Adampur,Tomato,Other,2000,2500,2500
Punjab,Jalandhar,Adampur,Turnip,Other,300,400,400
Punjab,Jalandhar,Lohian Khas,Cabbage,Other,200,400,300
Punjab,Jalandhar,Lohian Khas,Carrot,Other,200,400,300
Punjab,Jalandhar,Lohian Khas,Cauliflower,Other,100,300,200
Punjab,Jalandhar,Lohian Khas,Peas Wet,Other,600,1000,800
Punjab,Jalandhar,Lohian Khas,Potato,Other,300,500,400
Punjab,Jalandhar,Lohian Khas,Raddish,Other,200,400,300
Punjab,Jalandhar,Lohian Khas,Spinach,Other,200,400,300
Punjab,Jalandhar,Lohian Khas,Tomato,Other,1300,1500,1400
Punjab,Jalandhar,Mehatpur,Carrot,Other,600,800,700
Punjab,Jalandhar,Mehatpur,Cauliflower,Other,500,700,700
Punjab,Jalandhar,Mehatpur,Methi(Leaves),Other,600,700,600
Punjab,Jalandhar,Mehatpur,Raddish,Other,400,500,500
Punjab,Jalandhar,Mehatpur,Spinach,Other,400,600,600
Punjab,Ludhiana,Doraha,Carrot,Other,400,1000,700
Punjab,Ludhiana,Doraha,Cauliflower,Other,500,600,550
Punjab,Ludhiana,Doraha,Green Chilli,Other,2000,4000,3000
Punjab,Ludhiana,Doraha,Onion,Other,800,1200,1000
Punjab,Ludhiana,Doraha,Peas Wet,Other,1000,1500,1250
Punjab,Ludhiana,Doraha,Potato,Other,300,400,350
Punjab,Ludhiana,Doraha,Tomato,Other,1000,2000,1500
Punjab,Ludhiana,Sahnewal,Cabbage,Cabbage,500,500,500
Punjab,Ludhiana,Sahnewal,Carrot,Carrot,900,900,900
Punjab,Ludhiana,Sahnewal,Cauliflower,Cauliflower,600,900,900
Punjab,Ludhiana,Sahnewal,Coriander(Leaves),Coriander,1300,1500,1500
Punjab,Ludhiana,Sahnewal,Green Chilli,Green Chilly,5000,5000,5000
Punjab,Ludhiana,Sahnewal,Methi(Leaves),Methi,1000,1000,1000
Punjab,Ludhiana,Sahnewal,Peas Wet,Peas Wet,1300,1800,1700
Punjab,Ludhiana,Sahnewal,Potato,Potato,400,400,400
Punjab,Ludhiana,Sahnewal,Raddish,Raddish,250,250,250
Punjab,Ludhiana,Sahnewal,Spinach,Spinach,600,800,800
Punjab,Ludhiana,Sahnewal,Tomato,Tomato,2000,2000,2000
Punjab,Mansa,Mansa,Banana,Banana - Ripe,1300,1700,1500
Punjab,Mansa,Mansa,Bhindi(Ladies Finger),Bhindi,3000,4000,3500
Punjab,Mansa,Mansa,Brinjal,Brinjal,900,1300,1100
Punjab,Mansa,Mansa,Capsicum,Capsicum,2300,3000,2800
Punjab,Mansa,Mansa,Carrot,Carrot,400,500,500
Punjab,Mansa,Mansa,Cauliflower,Cauliflower,600,800,700
Punjab,Mansa,Mansa,Cotton,American,5200,5445,5390
Punjab,Mansa,Mansa,Cucumbar(Kheera),Cucumbar,1200,2800,1800
Punjab,Mansa,Mansa,Grapes,Black,6500,7500,7000
Punjab,Mansa,Mansa,Grapes,Green,4000,5000,4500
Punjab,Mansa,Mansa,Green Chilli,Green Chilly,2500,4000,3000
Punjab,Mansa,Mansa,Kinnow,Kinnow,1200,1700,1500
Punjab,Mansa,Mansa,Onion,Nasik,1000,1300,1200
Punjab,Mansa,Mansa,Peas cod,Peas cod,1000,1500,1200
Punjab,Mansa,Mansa,Potato,Potato,380,600,520
Punjab,Mansa,Mansa,Tomato,Tomato,1800,2500,2200
Punjab,Muktsar,Malout,Apple,Apple,3500,7000,5500
Punjab,Muktsar,Malout,Banana,Banana - Ripe,1500,2500,1800
Punjab,Muktsar,Malout,Brinjal,Round/Long,1200,1500,1300
Punjab,Muktsar,Malout,Cabbage,Cabbage,300,500,400
Punjab,Muktsar,Malout,Carrot,Carrot,400,600,500
Punjab,Muktsar,Malout,Cauliflower,Cauliflower,400,700,500
Punjab,Muktsar,Malout,Chikoos(Sapota),Sapota,2500,3500,3000
Punjab,Muktsar,Malout,Cotton,Other,5400,5515,5500
Punjab,Muktsar,Malout,Cucumbar(Kheera),Cucumbar,2500,4000,3500
Punjab,Muktsar,Malout,Ginger(Green),Green Ginger,7000,8500,7500
Punjab,Muktsar,Malout,Gram Raw(Chholia),Other,500,1500,1000
Punjab,Muktsar,Malout,Grapes,Black,8000,9000,8500
Punjab,Muktsar,Malout,Grapes,Green,4000,5000,4500
Punjab,Muktsar,Malout,Green Chilli,Green Chilly,800,3500,2000
Punjab,Muktsar,Malout,Guava,Guava,2000,2500,2200
Punjab,Muktsar,Malout,Kinnow,Kinnow,1000,1500,1200
Punjab,Muktsar,Malout,Onion,Onion,600,800,700
Punjab,Muktsar,Malout,Onion Green,Onion Green,1000,1500,1200
Punjab,Muktsar,Malout,Peas cod,Other,1000,1500,1200
Punjab,Muktsar,Malout,Pineapple,Pine Apple,3000,4500,4000
Punjab,Muktsar,Malout,Pomegranate,Pomogranate,4500,7000,6500
Punjab,Muktsar,Malout,Potato,Potato,500,600,550
Punjab,Muktsar,Malout,Raddish,Raddish,400,600,500
Punjab,Muktsar,Malout,Spinach,Spinach,500,800,600
Punjab,Muktsar,Malout,Tomato,Tomato,1800,2200,2000
Punjab,Patiala,Ghanaur,Brinjal,Other,1500,1500,1500
Punjab,Patiala,Ghanaur,Onion,Other,800,1000,1000
Punjab,Patiala,Rajpura,Carrot,Other,500,700,600
Punjab,Patiala,Rajpura,Cauliflower,Cauliflower,400,600,500
Punjab,Patiala,Rajpura,Ginger(Green),Other,5000,6000,5500
Punjab,Patiala,Rajpura,Green Chilli,Other,2000,3000,2500
Punjab,Patiala,Rajpura,Onion,Local,700,1000,850
Punjab,Patiala,Rajpura,Peas Wet,Peas Wet,700,1000,850
Punjab,Patiala,Rajpura,Potato,Other,200,500,350
Punjab,Patiala,Rajpura,Tomato,Local,1000,1400,1200
Punjab,Ropar (Rupnagar),Morinda,Carrot,Other,700,850,760
Punjab,Ropar (Rupnagar),Morinda,Cucumbar(Kheera),Cucumbar,1300,1500,1400
Punjab,Ropar (Rupnagar),Morinda,Ginger(Green),Other,7700,7800,7730
Punjab,Ropar (Rupnagar),Morinda,Green Chilli,Other,2600,2750,2640
Punjab,Ropar (Rupnagar),Morinda,Onion,Other,1000,1100,1020
Punjab,Ropar (Rupnagar),Morinda,Peas Wet,Other,1200,1400,1330
Punjab,Ropar (Rupnagar),Morinda,Raddish,Other,500,650,550
Punjab,Ropar (Rupnagar),Morinda,Tomato,Deshi,1500,1500,1500
Punjab,Tarntaran,Harike,Carrot,Carrot,500,500,500
Punjab,Tarntaran,Harike,Cauliflower,Cauliflower,400,500,400
Punjab,Tarntaran,Harike,Coriander(Leaves),Coriander,400,500,400
Punjab,Tarntaran,Harike,Peas Wet,Peas Wet,700,800,700
Punjab,Tarntaran,Harike,Raddish,Raddish,300,400,400
Punjab,Tarntaran,Harike,Squash(Chappal Kadoo),Squash(Chappal Kadoo),1400,1500,1400
Punjab,Tarntaran,Patti,Apple,Other,5000,6000,5500
Punjab,Tarntaran,Patti,Banana,Other,800,1000,900
Punjab,Tarntaran,Patti,Brinjal,Other,800,1000,900
Punjab,Tarntaran,Patti,Capsicum,Other,2000,2200,2100
Punjab,Tarntaran,Patti,Carrot,Other,600,800,700
Punjab,Tarntaran,Patti,Cauliflower,Other,500,530,520
Punjab,Tarntaran,Patti,Coriander(Leaves),Other,100,150,120
Punjab,Tarntaran,Patti,Cucumbar(Kheera),Other,1500,2000,1800
Punjab,Tarntaran,Patti,Garlic,Other,2000,2500,2200
Punjab,Tarntaran,Patti,Ginger(Dry),Other,6000,7000,6500
Punjab,Tarntaran,Patti,Green Chilli,Other,1200,1600,1400
Punjab,Tarntaran,Patti,Guava,Other,1800,2200,2000
Punjab,Tarntaran,Patti,Kinnow,Other,800,1000,900
Punjab,Tarntaran,Patti,Leafy Vegetable,Other,300,400,320
Punjab,Tarntaran,Patti,Onion,Other,800,1000,900
Punjab,Tarntaran,Patti,Papaya,Other,1000,1500,1200
Punjab,Tarntaran,Patti,Peas Wet,Other,900,1200,1000
Punjab,Tarntaran,Patti,Potato,Other,500,700,600
Punjab,Tarntaran,Patti,Raddish,Other,300,400,350
Punjab,Tarntaran,Patti,Spinach,Other,300,430,400
Punjab,Tarntaran,Patti,Tomato,Other,1000,1800,1500
Rajasthan,Baran,Anta,Mustard,Other,3316,3570,3443
Rajasthan,Barmer,Barmer,Guar Seed(Cluster Beans Seed),Other,4050,4150,4100
Rajasthan,Barmer,Barmer,Moath Dal,Other,4300,4400,4350
Rajasthan,Bikaner,Lunkaransar,Guar,Other,3990,4050,4020
Rajasthan,Bikaner,Lunkaransar,Moath Dal,Other,4250,4320,4285
Rajasthan,Chittorgarh,Begu,Wheat,Other,1650,1990,1750
Rajasthan,Jalore,Jalore,Banana,Banana - Ripe,1800,2000,1900
Rajasthan,Jalore,Jalore,Bhindi(Ladies Finger),Other,3800,4000,3900
Rajasthan,Jalore,Jalore,Bottle gourd,Other,1000,1200,1100
Rajasthan,Jalore,Jalore,Cabbage,Other,800,1000,900
Rajasthan,Jalore,Jalore,Capsicum,Other,2300,2500,2400
Rajasthan,Jalore,Jalore,Carrot,Other,800,1000,900
Rajasthan,Jalore,Jalore,Cauliflower,Other,1000,1200,1100
Rajasthan,Jalore,Jalore,Cucumbar(Kheera),Other,2300,2500,2400
Rajasthan,Jalore,Jalore,Ginger(Green),Other,5800,6000,5900
Rajasthan,Jalore,Jalore,Grapes,Green,3300,3500,3400
Rajasthan,Jalore,Jalore,Green Chilli,Other,4300,4500,4400
Rajasthan,Jalore,Jalore,Lemon,Other,2300,2500,2400
Rajasthan,Jalore,Jalore,Onion,Other,600,800,700
Rajasthan,Jalore,Jalore,Papaya,Other,1300,1500,1400
Rajasthan,Jalore,Jalore,Pomegranate,Other,1400,1600,1500
Rajasthan,Jalore,Jalore,Tomato,Other,1400,1600,1500
Rajasthan,Jhalawar,Khanpur,Mustard,Other,2549,3613,3613
Rajasthan,Jhalawar,Khanpur,Soyabean,Other,3500,3525,3525
Rajasthan,Jhalawar,Khanpur,Wheat,Other,1950,1975,1975
Rajasthan,Kota,Itawa,Bengal Gram(Gram)(Whole),999,3550,3550,3550
Rajasthan,Kota,Itawa,Corriander seed,Other,4152,4152,4152
Rajasthan,Kota,Itawa,Mustard,Other,2786,3471,3128
Rajasthan,Kota,Itawa,Soyabean,Other,3615,3615,3615
Rajasthan,Kota,Itawa,Wheat,Other,1915,1915,1915
Rajasthan,Sikar,Sri Madhopur,Bajra(Pearl Millet/Cumbu),Other,1700,1925,1812
Rajasthan,Sikar,Sri Madhopur,Bengal Gram(Gram)(Whole),Other,3400,3400,3400
Rajasthan,Sikar,Sri Madhopur,Ground Nut Seed,Other,3500,3500,3500
Rajasthan,Sikar,Sri Madhopur,Guar Seed(Cluster Beans Seed),Other,3850,3900,3875
Rajasthan,Sikar,Surajgarh,Guar,Other,4050,4050,4050
Rajasthan,Tonk,Deoli,Bajra(Pearl Millet/Cumbu),Other,1740,1740,1740
Rajasthan,Tonk,Deoli,Maize,Other,1875,1875,1875
Rajasthan,Tonk,Deoli,Mustard,Other,2900,3800,3350
Rajasthan,Tonk,Deoli,Taramira,Other,3111,3401,3256
Rajasthan,Tonk,Deoli,Wheat,Other,1835,1920,1878
Rajasthan,Tonk,Uniyara,Black Gram (Urd Beans)(Whole),Other,2650,2750,2700
Tamil Nadu,Coimbatore,Anaimalai,Coconut,Other,2800,3000,2900
Tamil Nadu,Coimbatore,Annur,Tobacco,Other,3000,3200,3100
Tamil Nadu,Coimbatore,Coimbatore,Turmeric,Bulb,5800,7200,6300
Tamil Nadu,Coimbatore,Karamadai,Coconut,Other,2000,3000,2500
Tamil Nadu,Coimbatore,Madathukulam,Coconut,Coconut,3050,3150,3100
Tamil Nadu,Coimbatore,Madathukulam,Copra,Ball,10250,10300,10275
Tamil Nadu,Coimbatore,Madathukulam,Maize,Other,1900,1950,1925
Tamil Nadu,Coimbatore,Madathukulam,Paddy(Dhan)(Common),Other,1680,1720,1700
Tamil Nadu,Coimbatore,Negamam,Coconut,Other,3100,3200,3150
Tamil Nadu,Coimbatore,Palladam,Coconut,Other,2040,2240,2140
Tamil Nadu,Coimbatore,Pethappampatti,Copra,Copra,9000,10000,9500
Tamil Nadu,Coimbatore,Pethappampatti,Maize,Yellow,1800,1950,1850
Tamil Nadu,Coimbatore,Pollachi,Coconut,Other,2600,2900,2720
Tamil Nadu,Coimbatore,Pongalur,Coconut,Other,2100,2700,2400
Tamil Nadu,Coimbatore,Pudupalayam,Coconut,Coconut,2170,2370,2270
Tamil Nadu,Coimbatore,Senjeri,Coconut,Coconut,2700,2900,2800
Tamil Nadu,Coimbatore,Sevur,Groundnut,DMV-7,5000,5340,5100
Tamil Nadu,Coimbatore,Thondamuthur,Coconut,Other,2700,2900,2800
Tamil Nadu,Coimbatore,Udumalpet,Coconut,Other,2700,2800,2750
Tamil Nadu,Coimbatore,Udumalpet,Copra,other,8900,10250,9350
Tamil Nadu,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),1800,1900,1850
Tamil Nadu,Cuddalore,Cuddalore,Black Gram (Urd Beans)(Whole),Black Gram (Whole),4559,4789,4789
Tamil Nadu,Cuddalore,Cuddalore,Groundnut,Other,6036,7361,7034
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),B P T,1344,1555,1500
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),Other,1616,1616,1616
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),Pommani,1407,1407,1407
Tamil Nadu,Cuddalore,Kurinchipadi,Black Gram (Urd Beans)(Whole),Black Gram (Whole),4606,4806,4706
Tamil Nadu,Cuddalore,Kurinchipadi,Groundnut,Other,6861,7240,7036
Tamil Nadu,Dharmapuri,Dharampuri,Tamarind Fruit,Chapathi,4000,7500,6000
Tamil Nadu,Dharmapuri,Palakode,Coconut Seed,Other,1000,1500,1200
Tamil Nadu,Dharmapuri,Papparapatti,Cotton,Other,5200,5700,5600
Tamil Nadu,Dharmapuri,Papparapatti,Tamarind Fruit,Chapathi,4000,6800,5900
Tamil Nadu,Dharmapuri,Pappireddipatti,Coconut Seed,Other,1000,1500,1200
Tamil Nadu,Dharmapuri,Pennagaram,Groundnut,Other,4900,5200,5000
Tamil Nadu,Dindigul,Gopalpatti,Coconut,Medium,1100,2100,1600
Tamil Nadu,Dindigul,Gopalpatti,Maize,Medium,1500,1700,1600
Tamil Nadu,Dindigul,Palani,Coconut,Coconut,1500,1800,1650
Tamil Nadu,Erode,Dharapuram,Coconut,Big,2505,3275,3000
Tamil Nadu,Erode,Elumathur,Coconut,Other,2535,3410,2870
Tamil Nadu,Erode,Kodumudi,Coconut,Other,2635,3000,2935
Tamil Nadu,Erode,Kodumudi,Copra,other,9605,10205,10195
Tamil Nadu,Erode,Kodumudi,"Sesamum(Sesame,Gingelly,Til)",Black,11300,14677,14509
Tamil Nadu,Erode,Kodumudi,"Sesamum(Sesame,Gingelly,Til)",Red,10249,11791,11681
Tamil Nadu,Erode,Kunnathur,Coconut,Coconut,2500,2600,2530
Tamil Nadu,Erode,Muthur,Coconut,Coconut,2505,3275,3225
Tamil Nadu,Erode,Vellakkoil,Copra,Copra,5305,10915,8845
Tamil Nadu,Kancheepuram,Acharapakkam,Paddy(Dhan)(Common),ADT 37,1350,1480,1420
Tamil Nadu,Kancheepuram,Chengalpattu,Paddy(Dhan)(Common),ADT 37,1427,1692,1560
Tamil Nadu,Kancheepuram,Gummidipoondy,Paddy(Dhan)(Common),ADT 37,1450,1750,1550
Tamil Nadu,Kancheepuram,Kanchipuram,Paddy(Dhan)(Common),ADT 37,1220,1410,1350
Tamil Nadu,Kancheepuram,Maduranthagam,Paddy(Dhan)(Common),ADT 37,1360,1480,1420
Tamil Nadu,Kancheepuram,Pallipattu,Paddy(Dhan)(Common),ADT 37,1427,1692,1560
Tamil Nadu,Kancheepuram,Ponner,Paddy(Dhan)(Common),ADT 43,1450,1750,1550
Tamil Nadu,Kancheepuram,Sunguvarchatram,Paddy(Dhan)(Common),ADT 37,1427,1692,1560
Tamil Nadu,Kancheepuram,Uthiramerur,Paddy(Dhan)(Common),ADT 37,1400,1407,1404
Tamil Nadu,Krishnagiri,Bargur,Coconut Seed,Other,1500,1950,1800
Tamil Nadu,Krishnagiri,Pochampalli,Coconut Seed,Other,1500,2100,1950
Tamil Nadu,Krishnagiri,Uthangarai,Coconut Seed,Other,1500,2100,1950
Tamil Nadu,Krishnagiri,Uthangarai,Cotton,Other,5200,6200,5700
Tamil Nadu,Madurai,Melur,Coconut,Medium,1350,2150,1750
Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 36,1790,1850,1820
Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 43,1810,1870,1840
Tamil Nadu,Madurai,Melur,"Sesamum(Sesame,Gingelly,Til)",Black,6200,8000,7100
Tamil Nadu,Madurai,Thirumangalam,Cotton,MCU 5,4200,4300,4250
Tamil Nadu,Madurai,Thirumangalam,Cotton,Other,3950,4080,4000
Tamil Nadu,Madurai,Thirumangalam,Jowar(Sorghum),Red,2100,2200,2150
Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),ADT 43,1800,1900,1850
Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),Ponni,2400,2500,2450
Tamil Nadu,Nagercoil (Kannyiakumari),Kalliakavillai,Cashewnuts,Local(Raw),9500,11500,10500
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Bulb,5050,6050,5740
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Finger,6500,7500,6800
Tamil Nadu,Namakkal,Namakkal,Copra,Ball,8100,8700,8400
Tamil Nadu,Namakkal,Rasipuram,Copra,other,8500,10400,9450
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Bulb,6712,7288,6950
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Finger,7412,8609,8000
Tamil Nadu,Namakkal,Velur,Coconut,Other,2200,2500,2350
Tamil Nadu,Ramanathapuram,Sivagangai,Paddy(Dhan)(Common),ADT 36,1780,1830,1810
Tamil Nadu,Salem,Attur,Copra,Ball,9400,10300,9700
Tamil Nadu,Salem,Attur,Tapioca,Other,210,230,220
Tamil Nadu,Salem,Gangavalli,Cotton,Other,5600,5700,5650
Tamil Nadu,Salem,Karumanturai,Coconut,Other,1980,2440,2210
Tamil Nadu,Salem,Kolathur,Cotton,Other,4600,5000,4800
Tamil Nadu,Salem,Konganapuram,Cotton,Other,5000,5400,5200
Tamil Nadu,Salem,Omalur,Coconut,Other,1160,1400,1280
Tamil Nadu,Salem,Salem,Turmeric,Finger,6940,7395,7120
Tamil Nadu,Salem,Thalaivasal,Maize,Other,1790,1880,1840
Tamil Nadu,Salem,Thammampati,Cotton,GCH,5600,5650,5625
Tamil Nadu,Salem,Vazhapadi,Coconut,Other,2080,2540,2310
Tamil Nadu,Sivaganga,Singampuneri,Coconut,Other,800,1200,950
Tamil Nadu,Thanjavur,Budalur,Paddy(Dhan)(Common),B P T,1900,2100,2000
Tamil Nadu,Thanjavur,Kumbakonam,Paddy(Dhan)(Common),B P T,1750,1800,1780
Tamil Nadu,Thanjavur,Orathanadu,Paddy(Dhan)(Common),B P T,1750,1800,1780
Tamil Nadu,Thanjavur,Papanasam,Paddy(Dhan)(Common),1001,1750,1800,1780
Tamil Nadu,Thanjavur,Thanjavur,Paddy(Dhan)(Common),B P T,2200,2300,2250
Tamil Nadu,Thanjavur,Thiruppananthal,Paddy(Dhan)(Common),Paddy,1800,1900,1850
Tamil Nadu,Thanjavur,Vallam,Paddy(Dhan)(Common),B P T,1900,2000,1950
Tamil Nadu,Thiruvannamalai,Cheyyar,Groundnut,Other,6203,6703,6620
Tamil Nadu,Thiruvannamalai,Cheyyar,Paddy(Dhan)(Common),ADT 37,1258,1449,1356
Tamil Nadu,Thiruvannamalai,Cheyyar,Paddy(Dhan)(Common),Other,1286,1509,1448
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),ADT 36,1385,1467,1426
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),ADT 37,1140,1455,1298
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),Other,1448,1521,1485
Tamil Nadu,Vellore,Kalavai,Paddy(Dhan)(Common),ADT 37,1453,1453,1453
Tamil Nadu,Vellore,Kalavai,Paddy(Dhan)(Common),Super Ponni,1406,1453,1430
Tamil Nadu,Vellore,Vellore,Black Gram (Urd Beans)(Whole),Other,4315,4815,4715
Tamil Nadu,Vellore,Vellore,Copra,Copra,7030,9600,9300
Tamil Nadu,Vellore,Vellore,Cowpea (Lobia/Karamani),Other,4350,4550,4550
Tamil Nadu,Vellore,Vellore,Groundnut,Other,7013,7752,7361
Tamil Nadu,Vellore,Vellore,Kulthi(Horse Gram),Other,2189,3002,2881
Tamil Nadu,Vellore,Vellore,Maize,Other,1589,2210,2210
Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),ADT 37,1092,1492,1400
Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),Other,1652,1652,1652
Tamil Nadu,Vellore,Vellore,Ragi (Finger Millet),Other,2089,2661,2640
Tamil Nadu,Vellore,Vellore,Tamarind Fruit,Other,10100,10100,10100
Tamil Nadu,Villupuram,Avalurpet,Black Gram (Urd Beans)(Whole),Other,4569,4892,4792
Tamil Nadu,Villupuram,Avalurpet,Green Gram (Moong)(Whole),Other,4412,7079,5062
Tamil Nadu,Villupuram,Avalurpet,Groundnut,Other,5786,7111,6961
Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),ADT 37,1400,1507,1453
Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),Ponni,1772,2265,2019
Tamil Nadu,Villupuram,Chinnasalem,Black Gram (Urd Beans)(Whole),Other,4870,4870,4870
Tamil Nadu,Villupuram,Chinnasalem,Maize,Other,1867,2009,1900
Tamil Nadu,Villupuram,Chinnasalem,"Sesamum(Sesame,Gingelly,Til)",Other,9300,9400,9350
Tamil Nadu,Villupuram,Gingee,Black Gram (Urd Beans)(Whole),Other,4809,4839,4824
Tamil Nadu,Villupuram,Gingee,Cotton,RCH-2,4250,4939,4595
Tamil Nadu,Villupuram,Gingee,Green Gram (Moong)(Whole),Other,5080,5199,5140
Tamil Nadu,Villupuram,Gingee,Groundnut,Other,6336,6711,6524
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),B P T,1673,1827,1700
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),Ponni,2200,2812,2506
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),TKM 9,1336,1565,1451
Tamil Nadu,Villupuram,Gingee,Ragi (Finger Millet),Other,2400,2439,2420
Tamil Nadu,Villupuram,Gingee,"Sesamum(Sesame,Gingelly,Til)",95/5,10799,11299,11049
Tamil Nadu,Villupuram,Gingee,T.V. Cumbu,Other,1851,1851,1851
Tamil Nadu,Villupuram,Kallakurichi,Black Gram (Urd Beans)(Whole),Other,4769,5013,4866
Tamil Nadu,Villupuram,Kallakurichi,Gingelly Oil,Other,7999,11561,10649
Tamil Nadu,Villupuram,Kallakurichi,Green Gram (Moong)(Whole),Other,4199,4599,4302
Tamil Nadu,Villupuram,Kallakurichi,Groundnut,Other,6886,6886,6886
Tamil Nadu,Villupuram,Kallakurichi,Kodo Millet(Varagu),Other,1989,1989,1989
Tamil Nadu,Villupuram,Kallakurichi,Maize,Other,1509,1999,1849
Tamil Nadu,Villupuram,Kallakurichi,Ragi (Finger Millet),Other,2599,2599,2599
Tamil Nadu,Villupuram,Kallakurichi,T.V. Cumbu,Other,1910,2112,2029
Tamil Nadu,Villupuram,Manalurpet,Black Gram (Urd Beans)(Whole),Other,4769,4852,4811
Tamil Nadu,Villupuram,Manalurpet,Green Gram (Moong)(Whole),Other,3539,3539,3539
Tamil Nadu,Villupuram,Manalurpet,Hybrid Cumbu,Other,1948,1948,1948
Tamil Nadu,Villupuram,Manalurpet,Paddy(Dhan)(Common),ADT 37,1252,1457,1355
Tamil Nadu,Villupuram,Manalurpet,Ragi (Finger Millet),Other,2312,2312,2312
Tamil Nadu,Villupuram,Manalurpet,"Sesamum(Sesame,Gingelly,Til)",Other,9011,11351,10181
Tamil Nadu,Villupuram,Sangarapuram,Black Gram (Urd Beans)(Whole),Other,4009,5000,4802
Tamil Nadu,Villupuram,Sangarapuram,Groundnut,Other,4080,4080,4080
Tamil Nadu,Villupuram,Sangarapuram,Kulthi(Horse Gram),Other,2630,2630,2630
Tamil Nadu,Villupuram,Sangarapuram,Maize,Other,1953,2042,2029
Tamil Nadu,Villupuram,Sangarapuram,Paddy(Dhan)(Common),A. Ponni,1548,1875,1789
Tamil Nadu,Villupuram,Sangarapuram,Ragi (Finger Millet),Other,1180,1180,1180
